id,question,answers,pred,EM,F1,generation_time
28ce5cf5e0beeb47248c6cba20ae17fa71d60d402770d464,,['\t\t\t\tParticipant p = (Participant)m_Participants[i];'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,37.95
ca807f49d7c6f84dcae3df694bde685aa7f75a02e9d4f574,,"['\t\t\tZ_.add_edge(e_u, e_v, **data.copy())']",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.456
04429037d9380b6e9c3f7b2070992a5af10745895025113c,,"[""        rfd, fd, cfilename   = open_tmp_file('rwseektest.wav')""]",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.434
9bc1f81e1a4c4b44da11ffc093a0c9fecbe5f99e4eff3aa5,,['            if e.text == language:'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.399
a5da7e173afd5ba71e0185228a1df77238c2949ba3ea2935,,['\t\t\t\t\tOLStyleValue styleValue = (OLStyleValue) value;'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.387
3bd5a501fc0327fd7bcda8389c7d11b3a821c9b5ce5a93cc,,['        longest = max(self.answers)'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.394
227b063979c62ee1de7436be168450b5a7712a7a637fa6d4,,['                    mob.Target = new SR_NewRuneTarget(RuneAcc);'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.414
f652398c3e8be338b4a7873ba6fecc5a686204d99a1a8d10,,['            for (int i = 0; i < chain.length; i++)'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.404
01b11dc980d93775ce16fd5e630cf5619f66f281ee12947b,,"['            sp = new JESpace(name, path);']",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.397
64d5f26d486a85e85284229e8d254f996cfafd844cd321c5,,['\t\t\t\t\tpos = btnEnergizeAll.bottom();'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.407
8ae06de3dd26783213ae72552d610c4f1518647b7898d383,,"[""        length = int(environ['CONTENT_LENGTH'])""]",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.394
14de6afab15eabeb4fec480f9d6b4db78e93e0493851cc35,,"['        mark = ""setRepeated(\'%s\');"" % status_id']",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.386
1712603d3736689b03586a52e0f51eedd1a2bccd03217fde,,"['            return {""error"": False}']",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.406
e212994f82962f98d4e1be7a5678cfd25eacb4f645df2198,,['\t\t\tIPermission result = a.Union (b);'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.41
e6dca363f4644795057dce35d57cdbc53e1e84bea1699bbf,,['        certs = []'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.399
45be6133b10843a59b2ff2272116e322f7dd795025749020,,['        User user = getUser(request);'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.401
4b93f91719b36d7aee8a2f7f39b3991d464913e3bc3e77b4,,"[""            self.__tmp_dir, 'datastream.%s.pipe' % uuid.uuid4().hex)""]",The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.305
54df7435e6cdeb9cf80f52a45f4c173229b57b7dfcc77ad7,,['\t\t\t\tif(! option1) {'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.249
e42bb143aca03ffdde352e012ca3991013aa4f1018e60c8f,,['        if ((args == null) || (args.length == 0)) {'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.398
04233bb10cad37ee372ddcc1ca95b3e2a853d217fa90929e,,['\t\t\t\tfirms = loadFromFile();'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.437
36799d0d8e06fa5c217eccd67db779ab9866845eb0713e74,,['\t\tPreferencePage generalPage = new FieldEditorPreferencePage() {'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.381
82560c22f3648e5086523b10f22179edb1aebdc379fdfaa5,,['                if (m_Owner.SpellTarget == null)'],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.392
52b05f3e84a4fe67c9a1b15719fbecb75dda4932f22567e9,,"['        for state, dict_ in states.items():']",The context does not provide information about any specific event or action happening in the future.,0.0,0.1,2.404
1e32291c11bc48e0917860b1de8446dde3fedecd450ef073,,['\t\tfor(IField field : fields) { '],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.414
d5dde130982bcbe6f095c65d1d5a928669bc3a458df26cc6,,"[""    like ``r'/foo/?'`` in conjunction with using the decorator.""]",The context does not provide information about any specific event or action happening in the future.,0.0,0.09090909090909091,2.386
5dbe65a9966abf6a6fdc04cf78e20977f8d24df06849e8e7,,['\t\t\tif ((Controls.Count == 0) && (initialIndex != -1)) '],The context does not provide information about any specific event or action happening in the future.,0.0,0.0,2.396
